platform,content,score,user,time,movie_id
豆瓣电影,我的建议是，把网络服务中心迁移到高原上来,4,momo,2023-01-22 23:38:29,35267208
豆瓣电影,四星半。《流浪地球2》比第一部进步很多，并将国产科幻大片提升到了前所未有的高度。世界观足够硬核，动作场面与特效更加恢弘也更加细致，尤其是对太空电梯的呈现，太惊艳了。剧作上也更扎实了，两次大型危机（太空电梯危机、月球坠落危机）、两种理念冲撞（数字生命计划与移山计划）、两个一体两面的主角……冲突线明晰，人物群像立体。同时，周喆直就是新时代的愚公，难怪这个角色要请李雪健老师来演。影片对愚公移山这样的中国精神有了更加丰富有力的传达，这也是区别于好莱坞大片的根本所在。,4,居无间,2023-01-22 12:33:12,35267208
豆瓣电影,宏大又空洞，前卫又土气,3,如魚,2023-01-27 22:42:26,35267208
豆瓣电影,"《流浪地球》系列，单枪匹马，把中国的科幻电影提升到世界级水平。
这不是老套的个人英雄主义冒险故事，而是一个宏大的全人类史诗。
但是，173分钟的片长，三条缺乏交互的故事线，慢热的节奏，劝退路人的冗长数字生命线，确实是讨好了影迷与科幻迷，可无疑也是提高了对广大路人的门槛。
豆瓣用户狂吹刘德华线，但电影院里刘德华线却让很多观众低头玩手机。
2023年1月22日，刘培强先生，生日快乐！
可能也就世界末日了，房价才会跌。
最后，这不比《阿凡达2》的家庭伦理与美式霸凌好看?",5,碎玉屠龙,2023-01-22 12:11:21,35267208
豆瓣电影,笨笨！！你是军犬！！,5,水逆退散,2023-01-22 16:30:59,35267208
豆瓣电影,野心满满，想讲的东西太多了，叙事节奏反而就出了大问题……整成了编年史,4,Made in Heaven,2023-01-22 16:09:28,35267208
豆瓣电影,所以为什么图恒宇只惦记他女儿。。那他老婆也是那场车祸一起去世的啊。。啊我真的是，中国女人的一生就只有母亲和妻子的身份了吗。还有韩朵朵作为一个医疗兵，连救治伤员的戏份都没有，那她存在的意义是？只为了突出刘培强是个可以保护老婆的好丈夫？,4,见鹿,2023-01-29 00:08:22,35267208
豆瓣电影,我看有些人说又红又爹，感觉确实有点儿。但是点完头我又想，美国哪部电影不是又“蓝”又“宇宙第一”？,5,玛丽莲萌鹿,2023-01-24 19:03:12,35267208
豆瓣电影,笨笨  你是条军犬！,4,漂亮宝贝不干了,2023-01-22 20:58:51,35267208
豆瓣电影,纯直男视角，无趣级了。女性是妻子是母亲是女儿，但不是战友。女性发言人角色连群像塑造都不算，顶多是个符号，女性宇航员是背景，韩朵朵本以为有更大的功能，结果后面只是结婚生了个孩子。,3,迷迭香,2023-01-24 10:45:22,35267208
豆瓣电影,建议前面一小时一剪没。,4,麻薯奶油波波兔,2023-01-23 12:15:10,35267208
豆瓣电影,比第一部的视野磅礴，有更加深入的思考，尤其是刘德华的那条数字生命计划线，也是为第三部埋下的彩蛋。特别不喜欢李雪健最后点火时的迷之自信和沙溢的50岁以上出列，充斥着强烈的自我感动和群体绑架。最喜欢的人物是宁理的马兆，代表理性之光，只有在他那里，人类存在的意义和人类之于万物的地位才是最理性的。,4,影随茵动,2023-01-24 23:20:34,35267208
豆瓣电影,放几年前，我会跟着愤青一起骂，骂故事写的不好，骂节奏，但其实我的阅片量来讲根本不懂这些。无非就是跟风黑，显得自己多专业一样。现在呢？有一部电影3个小时让我不困，让我感慨，让我跟着它的思路去走，还能看到中国电影人走向世界的野心，就已经足够了。,5,一叶小江南,2023-01-23 09:13:12,35267208
豆瓣电影,特效五星，创意五星，但是作为女性，我给它扣两星。图恒宇开车转头导致妻女车祸身亡，他却只对女儿思念愧疚追忆，妻子仿佛就是生育工具，此后只字未提，为了女儿还多次置拯救人类大事业于旁，强行凹父爱人设讨人嫌。韩朵朵作为本片中一开始与刘培强两人强强组合的女性角色，最后也安排了一个相夫教子，得病去世的结局，沦为体现刘培强铁汉柔情好丈夫好爸爸人设和走上英雄之路上的重要工具人。还有多次巧合的卡时间成功发射和成功启动来制造紧张感，让人略感不适，巧合多了反而弄巧成拙。,3,DJLily,2023-01-31 23:45:01,35267208
豆瓣电影,当年看完第一部还是蛮喜欢的，觉得它试图在人类的有限里去探索一种无限，尽管这有很大的自我感动的嫌疑。但是这一部看完，不适的观感进一步加重了，尽可能放大所谓人类的情感联结，但是全片看下来超级累，满脑子蹦出来的都是四个字：大而“无用”。大之一，在于肿大，叙事上感觉特别冗余累赘，三条线串联得很笨，松散且有点重复。大之二，在于自大，甚至于接近膨胀的各种主义情绪滋生，这点就不展开说了。大之三，在于夸大，夸大的美学和场景设定，左淹自由女神像右爆悉尼歌剧院，东方明珠只露了个塔尖，鸟巢已经沉入海底了，大裤衩却只淹到脚底，当然这也并不影响啥，但就是觉得，没啥必要。而且，对所有一见面就揶揄女性自以为好笑的直男台词感到反感。工业层面看自然是无懈可击的，第一步也已经迈出去了，但总归是觉得，好像有点使劲错了方向。,3,朝阳区妻夫木聪,2023-01-22 23:33:33,35267208
豆瓣电影,看完了，大年初一就在电影院哭了，那种与天斗与人斗与命运斗只为了未知的未来和理想奋斗的中式硬核浪漫让人心潮澎湃。李雪健那个角色在大会的发言真的超牛，大刘笔下的科幻真是处处有着中国人特有的务实和真诚，好喜欢，这电影真的太特么牛批了！,5,🛸,2023-01-22 12:13:50,35267208
豆瓣电影,绝对是亚洲科幻大片第一档，但娱乐性上跟好莱坞还是有差距。虽然这些年好莱坞的大片难看在故事越讲越小，任你宇宙爆炸也是拍家人和解，但这部又过于宏大叙事，情感上动人的点太少了,4,根,2023-01-26 00:44:47,35267208
豆瓣电影,"75分。
特效顶级，但是但凡多花1000万在编剧上，故事也不至于碎成这样。这剧本我真的敢说“我行我上”，方方正正，刚直不阿，一块是一块，互相都不粘连。跟旅行vlog一样，你看这里是太空电梯，你看这里是刘培强结婚，你看这里是月球危机，你看这是我们的互联网基地……每个感动的点我都知道导演要感动，但我始终入不了戏，不敢动。隔壁《满江红》有个热评，说“感动你的不是电影，而是满江红这首词”，《球2》也可以套用这个评论：“感动你的不是电影，而是中国的伟大崛起”。",4,蔡小马,2023-01-25 23:19:03,35267208
豆瓣电影,进步不应仅局限于特效，还包括如何看待女性，价值观突破和技术飞跃一样重要，真正大片是两条腿走路。,3,shininglove,2023-01-25 18:32:05,35267208
豆瓣电影,跟1相比更加硬核科幻，但感染共情力下降了。我知道集体主义能够救世界，但太缺少末日的精神关怀了。地球都要完犊子了居然还要每个人当好螺丝钉，想想就很绝望...（我承认我觉悟低）,3,同志亦凡人中文站,2023-04-17 13:55:56,35267208
豆瓣电影,仿佛被绑在过年的饭桌上，喂了满嘴仁义道德…………,2,妮妮小豆,2023-02-05 16:21:19,35267208
豆瓣电影,三星以下对电影不公平，三星以上对观众不公平。,3,Kek444,2023-01-22 21:42:52,35267208
豆瓣电影,这种“科幻大片”让人失望的地方在于，它们看似有着充沛甚至豪迈的想象力，内核却永远是保守陈旧毫无创造力的旧世界。,3,Alice小台灯,2023-01-29 10:18:32,35267208
豆瓣电影,最后把地球推出了太阳系，看到一个网友的留言有点逗，他说看这个剧感受到了中国人对不动产的执念。,4,桃子汽水,2023-01-31 15:18:45,35267208
豆瓣电影,郭帆应该少看《2001太空漫游》，多看几遍《楢山节考》。,3,后自愈,2023-01-24 18:59:38,35267208
豆瓣电影,四星+一星鼓励，值得八分以上的佳作！还有我不理解 看了会睡觉一般是不感兴趣 看了骂依托答辩的都是什么脑回路。美国拍科幻片就能泛滥煽情主旋律，中国就不能是吧。美国就能输出，中国就不能是吧。再说了，我是真没看出来有多主旋律了，要硬说是主旋律的话我认为是人类命运共同体。《星际穿越》可以有亲情，生孩子没问题，到《流浪地球》这就催婚催生了是吧?《星际穿越》里美国人可以拯救全人类，《流浪地球》里中国人就不能拯救世界了是吧?《星际穿越》里可以抛弃一大部分人类，然后一小部分人类放弃地球和太阳系去新星球生存，《流浪地球》就不能有家国情怀，带着剩余一半的人类和地球去寻找新家园是吧?我只能说戴有色眼镜去看总能在鸡蛋里挑出来骨头。当然，上述这些是我好兄弟宸老师（豆瓣可以搜到）以及我亲身经历而有的输出。,5,一堆曲别针,2023-01-22 23:41:49,35267208
豆瓣电影,"感受到主创是如何用心用力地在努力凹成太空史诗的样子（大场面还不少），事实上无论从哪方面看都的确具有视效大片的风范，然而工业指标的进步和原著在硬科幻指数上的抗打，并不能保证一部电影的可看度——打鸡血式的价值观输出和强行灌“责任”，以及过度强调家庭的重要性，其实也是一种美式变体的舶来品（虽说也看得心累，倒也并非最大槽点）。

最难熬的不是“负责任”的假大空口号，难熬的是最后一分钟营救与煽情戏的对冲，直接稀释高潮点的爆发，原文本的庞杂体量和更多冲突原本也可以被匀到更多戏份、处理得更明晰，当然也能理解编导考虑到市场接受度做的处理，毕竟现在的成品看来已够像一篇说明论文了。

1的剪辑问题还在，两条线捏合度也不够，因而三小时经常体感混乱；结尾埋第三季的线太像hal9000了吧。",3,欢乐分裂,2023-01-25 21:13:17,35267208
豆瓣电影,学学减法吧……这大炖锅。电影是煲汤不是冒菜。,3,嘛哭当拿路哆,2023-01-25 20:19:35,35267208
豆瓣电影,刘德华的角色充分验证了行车不规范亲人两行泪的大道理,4,HOON,2023-01-27 20:55:27,35267208
豆瓣电影,剧本臃肿，又不会拍。,2,Peter Cat,2023-01-22 18:02:01,35267208
豆瓣电影,1还只是部传统好莱坞叙事的电影，这一部才真正找到了自己的声音。虽然有很多显而易见的缺点（比如详细讲述两大独立危机带来的冗长，亲中与反中外国人的刻板刻画，未来世界女性在重要领域仍只是点缀等），但整体超出预期。视觉效果已经不输于好莱坞，故事内核也很动人以及体现着中国价值观。父女情爱情师徒情等线的处理都蛮细腻动人。喜欢那句台词：团结是需要付出代价的。ps：吴孟达出现的第一幕真催人泪下，和电影中数字生命的议题相呼应更让人唏嘘。,4,mOco,2023-01-22 15:31:12,35267208
豆瓣电影,我不喜欢“一定” 没什么是一定会做到的,3,Wanli,2023-01-23 19:13:37,35267208
豆瓣电影,清一色的四星五星让我怀疑豆瓣是不是被买通了……真的没第一部好看啊……,3,奔向深蓝,2023-01-22 21:06:43,35267208
豆瓣电影,不要破坏太空电梯！我以后要坐的！,5,Exodus,2023-01-23 19:23:03,35267208
豆瓣电影,2.5 / 愿意为刘德华那条线给到三颗星，但依然实在是太笨重、太粗糙、太“可见”了……堆积的特效画面之外有足够突出的视觉主题吗？走马灯般轮转的人物有深邃的面容吗？不同线索的交织除了推进故事的需求之外有内在的共振吗？这么拍下去，所谓中国科幻恐怕仍然只能成为好莱坞的脆弱否定，变成另一种被空洞的图像细密覆盖的世界，没有办法探索出更多东西。,3,寒枝雀静,2023-01-26 17:25:07,35267208
豆瓣电影,电影拍得不错。但是本人不太赞同这部片子传达的世界观：“文明”并不是多了不起的东西，只要时间够长就会自然形成，请在迷信“团结就是力量”之前学会尊重万事万物。地球并不属于人类，不要一会儿炸月球一会儿推着地球跑。,3,Coka,2023-02-08 15:27:43,35267208
豆瓣电影,照古人的月亮将要毁灭今人，进化后的系统阻挡人类存续。人类制造复杂的密码用于相互毁灭，也诞生伟大的文明用于股骨愈合。宇宙里的小小白点是我们的一切，移山让人类的未来有了方向，科技却让数字的生命成为了可能。我们要活在电缆里荧屏中让意识自主永恒，还是心怀蓝天让躯体等到鲜花挂满枝头的瞬间。,5,西楼尘,2023-01-22 13:30:14,35267208
豆瓣电影,看的时候觉得“计划这么麻烦的话要么算了吧”,3,貓小三的意思其實是如果先生,2023-01-22 17:36:39,35267208
豆瓣电影,好一场灾难，我说的是这个电影。,2,炯之,2023-01-22 19:30:38,35267208
豆瓣电影,【IMAX版早场归来】尽管未提出或呈现全新的科幻概念/图景，但各方面比起第一部都有不小的进步与升级，观感上佳。形式与结构上，视觉特效与服化道细节的精湛用心肉眼可见，几位老戏骨都发挥出演技，剪辑不再有前作中混乱潦草的问题，三线交织的结构（分别从航天员/军人、量子计算机技术人员及外交代表/决策者的角度切入）也让叙事体量足够丰富，个人不赞同关于本片节奏慢（与“慢电影”比小巫见大巫）或文本过载（实而不烧脑且略直白，另还有平民生存与联合政府施政方式这两个层面未铺展描摹）的说法。文本深层方面，延拓并融贯了理性（数字生命，或服从/牺牲，虚拟空间，超感性彼岸世界）vs.感性（有情肉身，自保/私欲，地球空间，现世凡尘）的二项对立式。最终，要的是共存互补的人[性]，所以看似破坏的儿女私情实则成为拯救的关键一环。（8.5/10）,4,冰红深蓝,2023-01-24 17:28:14,35267208
豆瓣电影,刚看完，特效国产最顶，故事情节也好，演员全部演的好,5,听见你的声音,2023-01-22 11:56:54,35267208
豆瓣电影,如果把吴京这条线去掉，只保留刘德华这条线，时长压缩一半，这片值四颗星,3,影君子,2023-01-23 14:24:59,35267208
豆瓣电影,技术上非常硬核，既是前传也是对1和世界观的合理补充，终于理解了科幻不是科学，但它们是可以紧密结合的。主题上仍发挥着 “人类命运共同体”的概念，却不再是正义为先、昂扬向上的基调，变得凸显日常但同样宏大。没有中间角色，因为三条线的主角或双主角都是均匀的，每个人都有自己的故事跟命运。喜欢图恒宇和马兆那条线，对“数字生命”的解释做得很通俗，呈现的是情感、精神上的选择与对峙。电影最后还是落到情感、落到人，将中国式家国情怀一并包裹进“中国故事”的表达中。,4,大奇特(Grinch),2023-01-22 18:55:23,35267208
豆瓣电影,最让人不能忍的傻情节，当属李雪健扮演的角色结尾崩盘，举着拐棍冲着老外大喊，点火！人家老外可说了，如果没有联网成功就点火的话，行星发动机会把地球撕裂的！但你要求点火的依据是啥，仅仅是“我们的人一定可以完成任务”？我去！这还有丝毫理性可言吗？简直太唯心了吧！那这跟相信菩萨下凡或者耶稣显灵有啥区别呢？纯纯的非理性了吧！,3,毒舌影评,2023-03-10 22:31:17,35267208
豆瓣电影,"阿喀琉斯不过是为了自己的友伴帕特罗克罗斯而选择去死，执行机械起爆的老飞行员们却是为了整个人类而选择去死，并把生的希望留给下一代。这种对not to be的讲法不存在于西方传统里，是中国与刘慈欣的的大义。然而还是要借用一句荷马史诗来描绘刘培强与他师傅、上一辈与下一辈的命运传承——人类如落叶，一代代凋零，一代代繁荣。
第一幕太空电梯戏特效拉了，之后的月球戏特效真的好，身临其境。第一幕之后虽然整体结构上还是传统三幕式电影，但叙事的跳跃有了原著里的那种编年史的壮阔感。
李雪健老师的表演太好，中山装太帅
刘德华对他的角色在表演方面无可挑剔，但从剧作方面来讲，这个角色，不同于刘培强因为前作的设定只能是男性，可以写成女性角色，交给女性去演。单一的男性视角是刘慈欣作品的唯一缺陷。",5,Reposado,2023-01-22 12:27:27,35267208
豆瓣电影,特效无敌！是真正意义上有中国价值观的国际大片。三个小时的观影时间完全饱满，故事讲的非常紧凑且清晰。最后夸下沙溢哥，做到了拥有好演技，录再多综艺也不让人出戏。,5,杨迪,2023-01-27 14:13:38,35267208
豆瓣电影,这部前传故事的续集电影，可不止比一好一点，完全是巨大的跨越式进步，真的是百尺竿头更进一步。从0到1很难，难在战胜怀疑从无到有开创新路；而从1到2的难在于如何给出更多的惊喜和提高标准。这次电影给出的都不止惊喜，而是震惊了！方方面面的巨大提升，以及背后巨大的工作量和所需要挑战的事物，令人肃然起敬。加油吧！期待3！,5,张小北,2023-01-23 03:26:53,35267208
豆瓣电影,音乐好好，特效有些地方好，有些地方好粗糙。“我们的人一定行”的类型以后别再拍了，太尬了。,4,民咕咕,2023-01-24 01:23:05,35267208
豆瓣电影,如坐针毡的三个小时，想讲的内容太多拍出来的效果却是剧情整个七零八碎，还有国产贺岁电影什么时候能少一点自以为是的“男式”幽默……,2,饼饼,2023-01-22 13:44:54,35267208
豆瓣电影,高于预期。但周老师全场败笔，除了会说“务必要”、“我相信”、“请相信”、“一会定”之外，没有任何实际作用。,4,wboy,2023-02-05 01:26:56,35267208
豆瓣电影,图恒宇的线超乎想象,4,EAZIN,2023-01-25 19:12:31,35267208
豆瓣电影,强行千钧一发是我最讨厌的电影情节,3,芝士猫,2023-02-19 18:17:04,35267208
豆瓣电影,让50岁以上领导先走！不愧是科幻片,3,xibayo,2023-02-19 23:25:45,35267208
豆瓣电影,很多废戏，各地人民reaction切换了多次，一些讨巧的幽默很难笑，整体像有个机械的公式在反复硬套。雪健老师的政治博弈写得过于生硬板正，意识形态能塞，但如何巧妙地塞还需修炼；吴京的追妻油腻老套，师徒情凑合；德华兄出彩，情节最贴科幻，感情戏不错。全片女性分量少得可怜，视效虽震撼，但文戏的进步空间还有很多，下一部添点真•科幻吧,4,Yuly_,2023-01-22 23:04:53,35267208
豆瓣电影,异国他乡看的电影 结束后整个IMAX的人都在鼓掌 中国牛逼！！！,5,Aryana H.,2023-01-23 11:23:07,35267208
豆瓣电影,"年初一一口气看5部之第5部。

单日电影马拉松的最后一部，为了最好的激光IMAX版本，看完都已经夜里凌晨3点了，回家吃夜宵加整理材料后天都快亮了，意味着我为了看电影几乎24小时没合眼，这属于折寿式观影，请勿模仿。

虽然《流浪地球》几乎是中国科幻电影的独苗，但是好在它的生长确实茁壮，几乎以一己之力把中国科幻片的水平拉到世界级的比较水准，也就更显宝贵。通过幕后纪录片以及实际观影的体验来看，主创团队的确为了构建这个新世界耗费了巨大心血，也看得出来郭帆他们的确是在认真创作，诚恳地征求并遵循科学家们的建议。

太空电梯的长镜头实在太过震撼，战斗机与无人机的空战又实在酣畅，数字生命计划的讨论极富哲学价值。当然最触动人心的还是宏大叙事下本土化的精神表达，虽然很多人反感宏大叙事，可这才是真正天问式地思考人类命运的主题。",4,连城易脆,2023-01-23 09:40:07,35267208
豆瓣电影,我提出拯救中国科幻计划，让郭帆拍三体,5,bOingbOing,2023-01-24 20:07:52,35267208
豆瓣电影,活着是我党的人，死了是我党的数字生命。,4,无尽夏,2023-01-28 20:47:05,35267208
豆瓣电影,到底是在拍电影还是在做政府报告啊，文戏太差了，我们的科幻叙事就是集体叙事里插一点个体，最终个体的生死交代给集体，这居然也能引起大范围共鸣，我真是佩服中国观众。,3,Ohh Liz,2023-02-12 20:19:06,35267208
豆瓣电影,"太牛逼了，
对第一部的褒奖可能还有对国产特效大片鼓励的成分，第二部则完全是在国际水准看来都表现的极其出色，
迄今为止最好看的华语科幻片，放眼国际，十年内最好看的科幻片，
已经很久没有看到的近乎满分的商业片，
中国的独立日，不对，罗兰艾默里奇改名叫小郭帆吧，
应该，理应多得国内影史票房第一的桂冠！",5,怀特金,2023-01-22 12:16:36,35267208
豆瓣电影,"9/10，四星半
没想到在《流浪地球》上映后喊了那么久的“中国科幻电影崛起”之后又一部能拿出手的硬科幻是《流浪地球2》
这一部作为第一部的前传不仅丰富了世界观与第一部有非常多的互文，野心非常大，已经不仅仅局限在“流浪地球”本身了，为后面的续集埋了很大的伏笔。如果是第一部的成功可以说是有巧合运气成分，那这一部郭帆真的是将自己的功力都发挥出来了，各个层面都展现了非常成熟的掌控力，绝对是中国未来最可以期待的商业电影导演。李雪健老师的角色基本没有什么动作，因为一直坐在轮椅上，但是他真的是一个用表情和台词就能完美塑造角色的演员，有几场戏穿透力太强
缺点的话可能就是太强调，试图融入春节档而加入了很多生硬的笑点，最后煽情部分有点太多了拖节奏了，总体上瑕不掩瑜毕竟是真的硬
整体跟第一部相比算得上是进化了",5,啊咧,2023-01-22 12:12:11,35267208
豆瓣电影,这样的电影能拍三小时就是犯罪,2,圆圆的小狐狸,2023-01-24 18:12:51,35267208
豆瓣电影,在一众集体主义轰炸中，刘德华那条线便显得尤为珍贵,4,劝删对我不好,2023-01-26 21:44:25,35267208
豆瓣电影,如果刘德华的线作为主线，其他的作为辅助或者删掉，就不会有非常浓烈的主旋律基调了，图宏宇和女儿的联系以及他的挣扎是全片的亮点。音乐的运用宣兵夺主了，宏大场景和紧张时刻没有一次是没有调动情绪的配乐，更期待看到的是静默的，能让观众观看画面本身，有时间去思考，不是不停的视听轰炸。女性形象尤其是韩朵朵，工具人一个；吴京连续两次逞能占现自己的大男子主义，美名其曰“保护”自我牺牲”，都是经过了严格训练选拔出来的优秀人才，并肩作战不好吗。实际上就是已经2044年了，我国男性的思想还是停留在几百年前。,3,明明,2023-02-06 14:40:39,35267208
豆瓣电影,抱着很大的期望去的，看完着实有些失望。前半段感情线看得生理不适，懂编剧想要塑造韩朵朵女强人的形象，但实话说不仅是韩朵朵、几乎所有女性形象很扁平，典型男凝刻板。把女性角色去掉可能不会对主线推进有多大影响，韩朵朵一个被塑造的这么强的女性，其优秀反映在男性眼中的价值就是结婚，对主线的贡献就是生了孩子。吴京出于“保护”目的把韩朵朵关在另一侧跑去单挑也很迷惑，如果真的要个人英雄主义加感情线，我宁愿看他俩并肩作战，而不是最后玻璃茬和花瓣散落一地、韩朵朵一拳把对手击飞嚷嚷花弄坏了。还有一个印象很深，吴京用拍立得拍了一家人，韩朵朵又说要用手机拍，因为方便修图…还有“我在啊”这句话，我真的觉得既突兀又俗。以及竟然还有胸部特写…看到了一些对太空漫游的致敬，前半段好感掉光后也不觉得高兴,3,南瓜籽没有籽,2023-01-24 10:45:24,35267208
豆瓣电影,突然觉得漫威，碟中谍等好莱坞大片好幼稚啊。。。当中国文化遇上科幻，足以令世界战栗。多个主题，三线推进还能交待得如此圆满。。。这次真的五体投地！！！为中国科幻电影骄傲！！谢谢郭导和流浪地球一切台前幕后人员！！,5,铿.路易斯,2023-01-24 23:57:11,35267208
豆瓣电影,我个人不允许这片子评分比阿凡达2低。,5,小队长,2023-01-24 07:56:31,35267208
豆瓣电影,非逮着“流浪地球”这一个高概念薅，结果就是核心表达相比首作翻不出什么新花样，除了把特效做得更加细致，只能强行增加故事体量，于是我们看到吴京和刘德华各自的A故事（+MOSS的B故事）让整部电影变得臃肿不堪。而在两个主演引领的故事线内部，科幻类型再次让位于动作和灾难的子类型，然而以所谓“我信”建构的最后一分钟营救尽数失效，“全世界人民大团结”的口号也越来越暴露出人类中心主义的傲慢，宏大叙事和个体情感的嫁接很难说是成功的。,3,晚不安,2023-01-27 00:38:19,35267208
豆瓣电影,可是，过去这几年的经验告诉我们，大灾当前，人类非但不会更团结，还增强了彼此毁灭的能力。,4,赫恩曼尼,2023-01-26 18:47:23,35267208
豆瓣电影,图恒宇你是一点不想你老婆啊,4,林囧囧,2023-02-13 23:52:56,35267208
豆瓣电影,开大会爱好者，喊口号爱好者，使劲煽情爱好者。“好的科幻电影，剥除科幻par都是部好电影”。从前我以为，讲不好故事是能力问题，现在更认为原因内核在于三观态度。,2,Paige.C,2023-04-20 03:02:55,35267208
豆瓣电影,带着喜欢1的期待来看，不及预期。2虽然肉眼可见的有钱，大量硬桥硬码的特效场面，大量全世界各地的外景，比1更“国际视野”。但最大的问题是，2的前三分之二部分，根本就没有故事啊！看起来就像是新闻集锦或者说航天纪录片，这对观众观感是致命的。1是燃点泪点恰到好处的完整故事，2则是东一榔头西一棒子，既要瞻前又要顾后，观感就是一个故事最精彩的高潮被讲完了，只能先讲讲头，再补补尾，连贯不起来。以我所见44年恐袭的前传部分根本没有必要拍，除了纯粉丝向呼应第一部，在叙事层面完全是冗余的。而观感上也令人十分难受，太空战狼吴师傅、油腻尴尬追女仔、愚蠢可笑外国人，对吴京不耐受者劝退率极高。李雪健组一开口就老外交部了，“国际政治水深火热，我方不惜一切代价排除万难”，三年疫情后对这种价值观过敏了，大国叙事味儿太冲。,3,风蚀蘑菇,2023-01-22 23:32:13,35267208
豆瓣电影,中国式科幻片逐渐形成一种新的科幻类型，与西方强调的个人主义英雄价值观相悖的是，中国式科幻片核心价值观可以概括为：家国情怀、集体主义、自我牺牲、自我感动，总之就是大国崛起的叙事。,4,思郁,2023-01-27 21:50:02,35267208
豆瓣电影,科幻灾难片×赛博朋克✓正片全特么是假的，是莫斯的特效，特效的莫斯。,5,罗斯卡娅,2023-01-22 12:05:35,35267208
豆瓣电影,"之前还以为吹的有点过头了，看完了之后我认为，除了配乐比《星际穿越》差点，这部电影已经完全达到了同一层次和水平。
说句题外话，有时候就忍不住想问一句，以前你们对中国电影痛心疾首、恨铁不成钢，现在中国科幻都已经拍到这种程度了，你们还不满意？那你们的期望到底是什么呢？
我都懒得拆穿你们的心思，不批评批评，哪对得起你们那可笑的优越感。忽略意识形态本身，我们只爱电影艺术？电影艺术？你们配吗？",5,幻听丶全球变冷,2023-01-29 18:05:23,35267208
豆瓣电影,吐槽如下：看了三十分钟想到后面还有两个半小时很绝望；看吴京演毛头小子谈恋爱尴尬到头皮发麻；情节设置过于潦草，太多困难源于角色的腿在不同情境下被卡住；倒计时营造的紧迫感被大量注水的情节消减，比灾难更灾难的是磨叽；特效不服务于故事毫无意义，硬吹也没用；吴京线前后割裂，刘德华线完全立不住，毫无说服力，转变也很生硬,2,paracelsus,2023-01-23 18:29:05,35267208
豆瓣电影,为什么一定要给个剧透倒计时啊？别人家的导演都把悬念藏着掖着，这电影巴不得在危急关头告诉你：嘿！这货一定能完成任务！,3,不全,2023-01-26 17:18:54,35267208
豆瓣电影,扣一颗星给价值取向吧。我幻想中末日时的中国人，不该这么自恋。如果彼时地球人还在划群而治，那真是太令人悲观了。那样我们哪也去不了。,4,乔小囧,2023-01-30 23:23:00,35267208
豆瓣电影,实在不服气，这么牛的电影，用了好几年，票房居然被某些赶工俩月拍出来的电影压一头，大家快去看吧，别逼我求你。,5,阿德,2023-01-25 23:07:29,35267208
豆瓣电影,忘了在哪里看到的评论：中国男人味溢出宇宙。,4,Nephilim,2023-01-24 23:20:20,35267208
