platform,content,score,user,time,song_id,clean_content,words,word_count,sentiment_label,sentiment_prob,sentiment_text
网易云音乐,生着病发烧。身上一点钱都没有了。才开始工作，工资也还没有支出来 快两天都没吃什么了   一个人躺在出租屋里好无力  感觉自己快坚持不下去了  我能讨碗饭吃吗…,1,山茶红_9,2025-04-24 22:53:51,1359356908,生着病发烧。身上一点钱都没有了。才开始工作，工资也还没有支出来 快两天都没吃什么了 一个人躺在出租屋里好无力 感觉自己快坚持不下去了 我能讨碗饭吃吗,"['生着', '发烧', '身上', '一点', '开始', '工作', '工资', '支出', '两天', '出租', '屋里', '无力', '感觉', '坚持', '下去', '我能', '碗饭']",17,2,0.5691059231758118,正面
网易云音乐,@媛是我的一切 晚安,1,可我不善言表,2025-04-24 22:49:58,1359356908,媛是我的一切 晚安,"['一切', '晚安']",2,2,0.44834819436073303,正面
网易云音乐,晚安,1,hwy平安,2025-04-24 22:49:58,1359356908,晚安,['晚安'],1,2,0.41507139801979065,正面
网易云音乐,接接接！,1,_y-h-_-,2025-04-24 22:47:47,1359356908,接接接！,['接接'],1,2,0.35623899102211,正面
网易云音乐,实际上是做朋友也同样内耗，除非后来不喜欢了,1,psz_987,2025-04-24 22:44:21,1359356908,实际上是做朋友也同样内耗，除非后来不喜欢了,"['实际上', '朋友', '同样', '内耗', '除非', '后来', '喜欢']",7,2,0.46804866194725037,正面
网易云音乐,"这个世界除了我自己我没有依靠了

我总拿离开试探爱以为你不会放开我的手

那些你刺痛我的事我连你一起丢掉

委屈就像刺扎在心里拔不出来又疼得厉害

想哭的时候最想念的还是你

",1,FailureLMR,2025-04-24 22:44:04,1359356908,这个世界除了我自己我没有依靠了 我总拿离开试探爱以为你不会放开我的手 那些你刺痛我的事我连你一起丢掉 委屈就像刺扎在心里拔不出来又疼得厉害 想哭的时候最想念的还是你,"['这个', '世界', '除了', '依靠', '离开', '试探', '以为', '不会', '放开', '那些', '刺痛', '一起', '丢掉', '委屈', '刺扎', '心里', '出来', '厉害', '时候', '想念']",20,2,0.5127893090248108,正面
网易云音乐,生着病发烧。身上一点钱都没有了。才开始工作，工资也还没有支出来 快两天都没吃什么了   一个人躺在出租屋里好无力  感觉自己快坚持不下去了  我能讨碗饭吃吗…,1,还没吃柠檬a,2025-04-24 22:43:25,1359356908,生着病发烧。身上一点钱都没有了。才开始工作，工资也还没有支出来 快两天都没吃什么了 一个人躺在出租屋里好无力 感觉自己快坚持不下去了 我能讨碗饭吃吗,"['生着', '发烧', '身上', '一点', '开始', '工作', '工资', '支出', '两天', '出租', '屋里', '无力', '感觉', '坚持', '下去', '我能', '碗饭']",17,2,0.5691059231758118,正面
网易云音乐,替你们试过了，能做朋友就别做恋人，尽管认识很久了，千万别，如果我们没有分手的话，现在是我们的第190天，如果当时我没有同意表白的话，我们还是朋友,1,情不知所琪,2025-04-24 22:41:46,1359356908,替你们试过了，能做朋友就别做恋人，尽管认识很久了，千万别，如果我们没有分手的话，现在是我们的第天，如果当时我没有同意表白的话，我们还是朋友,"['你们', '试过', '朋友', '就别', '恋人', '尽管', '认识', '很久', '千万别', '我们', '分手', '的话', '现在', '我们', '第天', '当时', '同意', '表白', '的话', '我们', '朋友']",21,2,0.47658050060272217,正面
网易云音乐,我想把这个空房间画满鲜花，可是我没有颜料和笔，我也不会画花。,1,司图南aid,2025-04-24 22:41:12,1359356908,我想把这个空房间画满鲜花，可是我没有颜料和笔，我也不会画花。,"['这个', '空房间', '满鲜花', '颜料', '不会', '画花']",6,2,0.4941524863243103,正面
网易云音乐,晚安,1,Music-Otter,2025-04-24 22:40:58,1359356908,晚安,['晚安'],1,2,0.41507139801979065,正面
网易云音乐,4.24和对象闹矛盾，哭的很伤心，她给我发了一起听，听完和我说了晚安，是我不够成熟稳重不够优秀，才让她这么难受 ，我恨自己不争气，看到的无论什么时间都提醒我看一遍让我争气一点，让她过上好日子,1,爱佳欣不伤心,2025-04-24 22:39:40,1359356908,和对象闹矛盾，哭的很伤心，她给我发了一起听，听完和我说了晚安，是我不够成熟稳重不够优秀，才让她这么难受 ，我恨自己不争气，看到的无论什么时间都提醒我看一遍让我争气一点，让她过上好日子,"['对象', '闹矛盾', '伤心', '给我发', '一起', '晚安', '不够', '成熟', '稳重', '不够', '优秀', '这么', '难受', '不争气', '看到', '无论', '时间', '提醒', '看一遍', '争气', '一点', '好日子']",22,2,0.5846855640411377,正面
网易云音乐,胡海威 晚安,1,爱暄小天才,2025-04-24 22:37:01,1359356908,胡海威 晚安,"['胡海威', '晚安']",2,1,0.40393248200416565,中性
网易云音乐,你要放下对完美伴侣的期待  学会去爱一个普通又具体的人  互相迁就才更长远   双向奔赴才有意义   这个世界上没有本来就般配的两个人  而是一个懂得包容和迁就   另一个懂得，适可而止  表白是表明心意  而不是索取关系  公开专一不暧昧  这是爱的一个基本项不是加分项,1,再吃一口鲷鱼烧z,2025-04-24 22:33:29,1359356908,你要放下对完美伴侣的期待 学会去爱一个普通又具体的人 互相迁就才更长远 双向奔赴才有意义 这个世界上没有本来就般配的两个人 而是一个懂得包容和迁就 另一个懂得，适可而止 表白是表明心意 而不是索取关系 公开专一不暧昧 这是爱的一个基本项不是加分项,"['放下', '完美', '伴侣', '期待', '学会', '普通', '具体', '互相', '迁就', '长远', '双向', '奔赴', '意义', '这个', '世界', '本来', '般配', '两个', '而是', '懂得', '包容', '迁就', '懂得', '适可而止', '表白', '表明', '心意', '不是', '索取', '关系', '公开', '专一', '暧昧', '基本', '不是', '分项']",36,2,0.5770502090454102,正面
网易云音乐,来了,1,雨巷_nR7i,2025-04-24 22:30:19,1359356908,来了,[],0,2,0.40057268738746643,正面
网易云音乐,晚安,1,她有胃病也爱哭_,2025-04-24 22:29:45,1359356908,晚安,['晚安'],1,2,0.41507139801979065,正面
网易云音乐,z我想听你说一句晚安,1,长腿妹妹阿,2025-04-24 22:18:52,1359356908,z我想听你说一句晚安,"['一句', '晚安']",2,1,0.41763564944267273,中性
网易云音乐,喜欢听这首歌的人一定很喜欢听这首歌吧,1,Gr1y_dust,2025-04-24 22:13:00,1359356908,喜欢听这首歌的人一定很喜欢听这首歌吧,"['喜欢', '首歌', '一定', '喜欢', '首歌']",5,2,0.51434326171875,正面
网易云音乐,努力抓紧每一段珍贵的关系 直到再也抓不住,1,小羊_QvQ,2025-04-24 22:11:21,1359356908,努力抓紧每一段珍贵的关系 直到再也抓不住,"['努力', '抓紧', '一段', '珍贵', '关系', '直到', '再也', '抓不住']",8,2,0.41373053193092346,正面
网易云音乐,我愿意做那个引导性恋人(>^ω^<),1,iouTuT,2025-04-24 22:09:28,1359356908,我愿意做那个引导性恋人ω,"['愿意', '那个', '引导性', '恋人']",4,2,0.44773954153060913,正面
网易云音乐,我还是会晚睡，唯独少了你的晚安,1,xin今天快乐了吗,2025-04-24 22:04:20,1359356908,我还是会晚睡，唯独少了你的晚安,"['晚睡', '唯独', '晚安']",3,1,0.4079749584197998,中性
网易云音乐,我好想你 晚安,1,留恋心绪,2025-04-24 22:03:45,1359356908,我好想你 晚安,"['好想你', '晚安']",2,1,0.39875146746635437,中性
网易云音乐,刚上班不久还没有发工资，突然感冒发烧了  现在身上一些钱都没有剩了  饿一天头更晕了觉得… 能不能有朋友支 瑗一下   我度过去这些天…,1,晚风揉碎月光l,2025-04-24 22:00:05,1359356908,刚上班不久还没有发工资，突然感冒发烧了 现在身上一些钱都没有剩了 饿一天头更晕了觉得 能不能有朋友支 瑗一下 我度过去这些天,"['上班', '不久', '发工资', '突然', '感冒', '发烧', '现在', '身上', '一些', '一天', '觉得', '不能', '朋友', '一下', '度过', '这些']",16,2,0.5166977643966675,正面
网易云音乐,生着病发烧。身上一点钱都没有了。才开始工作，工资也还没有支出来 快两天都没吃什么了   一个人躺在出租屋里好无力  感觉自己快坚持不下去了  我能讨碗饭吃吗…,1,鲸鱼灰_c,2025-04-24 21:55:30,1359356908,生着病发烧。身上一点钱都没有了。才开始工作，工资也还没有支出来 快两天都没吃什么了 一个人躺在出租屋里好无力 感觉自己快坚持不下去了 我能讨碗饭吃吗,"['生着', '发烧', '身上', '一点', '开始', '工作', '工资', '支出', '两天', '出租', '屋里', '无力', '感觉', '坚持', '下去', '我能', '碗饭']",17,2,0.5691059231758118,正面
网易云音乐,晚安,1,Kz7丶,2025-04-24 21:54:17,1359356908,晚安,['晚安'],1,2,0.41507139801979065,正面
网易云音乐,但是更希望你平安~,1,Nik-China,2025-04-24 21:53:49,1359356908,但是更希望你平安,"['希望', '平安']",2,2,0.47178134322166443,正面
网易云音乐,醒来万物皆是沉寂，唯有你是世间的一抹旖旎，他人困于山中晨雾，我困于你。,1,谁又懂得遗憾,2025-04-24 21:37:37,1359356908,醒来万物皆是沉寂，唯有你是世间的一抹旖旎，他人困于山中晨雾，我困于你。,"['醒来', '万物', '沉寂', '唯有', '世间', '一抹', '旖旎', '他人', '困于', '山中', '晨雾', '困于']",12,1,0.4028117060661316,中性
网易云音乐,晚安 我爱你,1,capper的歌好好听,2025-04-24 21:36:28,1359356908,晚安 我爱你,"['晚安', '我爱你']",2,1,0.4281195104122162,中性
网易云音乐,嘴上说着要翻篇   其实心里还是偷偷折了个角,1,小欣思绪如风,2025-04-24 21:36:22,1359356908,嘴上说着要翻篇 其实心里还是偷偷折了个角,"['嘴上', '翻篇', '心里', '偷偷']",4,2,0.4239949882030487,正面
网易云音乐,"""后来 和你有点像的人 我都会多看上几眼”",1,小欣思绪如风,2025-04-24 21:36:02,1359356908,后来 和你有点像的人 我都会多看上几眼,"['后来', '有点像', '几眼']",3,2,0.5722350478172302,正面
网易云音乐,睡个好觉比爱重要,1,聆漫冬,2025-04-24 21:28:29,1359356908,睡个好觉比爱重要,"['睡个', '好觉', '比爱', '重要']",4,1,0.43469902873039246,中性
网易云音乐,晚安,1,咖啡加点苦07,2025-04-24 21:27:14,1359356908,晚安,['晚安'],1,2,0.41507139801979065,正面
网易云音乐,找个人98年4月27日的四川女孩子,1,摇滚Art,2025-04-24 21:25:36,1359356908,找个人年月日的四川女孩子,"['个人', '年月日', '四川', '女孩子']",4,2,0.4552047550678253,正面
网易云音乐,😭,1,用户5084440546,2025-04-24 21:21:32,1359356908,,[],0,0,0.0,负面
网易云音乐,"我要乖乖睡觉觉啦。
",1,忏悔有用吗,2025-04-24 21:18:50,1359356908,我要乖乖睡觉觉啦。,"['我要', '乖乖', '睡觉觉']",3,1,0.4275159239768982,中性
网易云音乐,生着病发烧。身上一点钱都没有了。才开始工作，工资也还没有支出来 快两天都没吃什么了   一个人躺在出租屋里好无力  感觉自己快坚持不下去了  我能讨碗饭吃吗…,1,西红柿_0lvQ,2025-04-24 21:12:17,1359356908,生着病发烧。身上一点钱都没有了。才开始工作，工资也还没有支出来 快两天都没吃什么了 一个人躺在出租屋里好无力 感觉自己快坚持不下去了 我能讨碗饭吃吗,"['生着', '发烧', '身上', '一点', '开始', '工作', '工资', '支出', '两天', '出租', '屋里', '无力', '感觉', '坚持', '下去', '我能', '碗饭']",17,2,0.5691059231758118,正面
网易云音乐,与家里人吵架出来了 身上一点钱都没有了。才开始工作，工资也还没有支出来 快两天都没吃什么了   一个人躺在出租屋里好无力  感觉自己快坚持不下去了  我能讨碗饭吃吗…,1,抹茶布丁Ii,2025-04-24 21:04:09,1359356908,与家里人吵架出来了 身上一点钱都没有了。才开始工作，工资也还没有支出来 快两天都没吃什么了 一个人躺在出租屋里好无力 感觉自己快坚持不下去了 我能讨碗饭吃吗,"['家里人', '吵架', '出来', '身上', '一点', '开始', '工作', '工资', '支出', '两天', '出租', '屋里', '无力', '感觉', '坚持', '下去', '我能', '碗饭']",18,2,0.5850853323936462,正面
网易云音乐,太贪心要进黑名单的阿[大哭],1,真的是服了呢,2025-04-24 20:55:04,1359356908,太贪心要进黑名单的阿大哭,"['贪心', '要进', '黑名单', '大哭']",4,2,0.41804924607276917,正面
网易云音乐,晚是全世界的晚 安是只给你的安,1,若我及时止损-,2025-04-24 20:44:48,1359356908,晚是全世界的晚 安是只给你的安,"['晚是', '全世界', '安是']",3,1,0.4243413507938385,中性
网易云音乐,从泷泷那里转过来的这首也很好听哦[VIP],1,我不颠-,2025-04-24 20:41:11,1359356908,从泷泷那里转过来的这首也很好听哦VIP,"['那里', '转过', '这首', '好听', 'VIP']",5,2,0.5283491611480713,正面
网易云音乐,嗨👋,1,瀑布悠然自得黑熊,2025-04-24 20:39:50,1359356908,嗨,[],0,2,0.3642547130584717,正面
网易云音乐,赶紧听吧，以后要vip就老实了,1,听喵笨,2025-04-24 20:27:38,1359356908,赶紧听吧，以后要vip就老实了,"['赶紧', '以后', 'vip', '老实']",4,1,0.40796804428100586,中性
网易云音乐,晚安,1,恰亿小口,2025-04-24 20:11:14,1359356908,晚安,['晚安'],1,2,0.41507139801979065,正面
网易云音乐,你不在的日子里我真的好想你,1,我爱小泽lyz,2025-04-24 20:07:57,1359356908,你不在的日子里我真的好想你,"['日子', '真的', '好想你']",3,2,0.41622257232666016,正面
网易云音乐,真的不可以吗,1,拜托微辣,2025-04-24 20:06:49,1359356908,真的不可以吗,['真的'],1,1,0.3876356780529022,中性
网易云音乐,那一张张截图是我们回不去的永远.,1,痛诉軒泪,2025-04-24 20:06:17,1359356908,那一张张截图是我们回不去的永远,"['一张', '截图', '我们', '回不去', '永远']",5,2,0.35527661442756653,正面
网易云音乐,那场不久的恋爱你谈了多久.,1,小妤语,2025-04-24 19:48:14,1359356908,那场不久的恋爱你谈了多久,"['那场', '不久', '恋爱', '多久']",4,2,0.4610995054244995,正面
网易云音乐,那就一起睡吧！（手动狗头）,1,ins图研所,2025-04-24 19:42:46,1359356908,那就一起睡吧！（手动狗头）,"['一起', '手动', '狗头']",3,2,0.45887520909309387,正面
网易云音乐,我也是！每次听歌的时候都会想到这首歌,1,期末不进前十不改网名略略,2025-04-24 19:40:47,1359356908,我也是！每次听歌的时候都会想到这首歌,"['每次', '听歌', '时候', '想到', '首歌']",5,2,0.5127211809158325,正面
网易云音乐,妥协是我最后的无奈,1,再难掩饰悲痛,2025-04-24 19:40:46,1359356908,妥协是我最后的无奈,"['妥协', '最后', '无奈']",3,1,0.35681331157684326,中性
网易云音乐,晚安💤大家,1,yii_14,2025-04-24 19:40:30,1359356908,晚安大家,"['晚安', '大家']",2,1,0.43107113242149353,中性
网易云音乐,我也这样，但慢慢释怀吧，你值得更好的,1,孤生剑锋,2025-04-24 19:33:36,1359356908,我也这样，但慢慢释怀吧，你值得更好的,"['慢慢', '释怀', '值得', '更好']",4,1,0.40400034189224243,中性
网易云音乐,在这,1,讫尔,2025-04-24 19:31:47,1359356908,在这,[],0,2,0.4103144705295563,正面
网易云音乐,有些人该忘记了 我一直在等待那个对的人出现,1,jay北辰,2025-04-24 19:29:55,1359356908,有些人该忘记了 我一直在等待那个对的人出现,"['有些', '人该', '忘记', '一直', '等待', '那个', '出现']",7,1,0.38335078954696655,中性
网易云音乐,因为得不到，所以有所期待,1,狂三最爱kuv,2025-04-24 19:26:27,1359356908,因为得不到，所以有所期待,"['因为', '得不到', '所以', '有所', '期待']",5,1,0.4074631929397583,中性
网易云音乐,我来了2025嘟[爱心][鬼脸],1,一起听歌的蔓,2025-04-24 19:18:59,1359356908,我来了嘟爱心鬼脸,"['我来', '爱心', '鬼脸']",3,1,0.412711501121521,中性
网易云音乐,不是双向奔赴的爱意毫无意义,1,帅气哥xny,2025-04-24 19:13:23,1359356908,不是双向奔赴的爱意毫无意义,"['不是', '双向', '奔赴', '爱意', '毫无意义']",5,2,0.43065714836120605,正面
网易云音乐,可以可以的,1,浮尘豆绿作家,2025-04-24 19:11:31,1359356908,可以可以的,[],0,2,0.45380812883377075,正面
网易云音乐,不要做那种被丢下过一次就不敢再爱的人了[多多难过],1,你滴土豆,2025-04-24 19:09:51,1359356908,不要做那种被丢下过一次就不敢再爱的人了多多难过,"['不要', '那种', '丢下', '一次', '不敢', '多多', '难过']",7,2,0.3945053219795227,正面
网易云音乐,你漂亮的眼睛，要流幸福的眼泪,1,季妘,2025-04-24 19:01:55,1359356908,你漂亮的眼睛，要流幸福的眼泪,"['漂亮', '眼睛', '要流', '幸福', '眼泪']",5,2,0.4697653353214264,正面
网易云音乐,总让你不开心 但也总在夜深人静时 下定决心要和你走最远的路,1,妳也听郑润泽吗_,2025-04-24 19:01:40,1359356908,总让你不开心 但也总在夜深人静时 下定决心要和你走最远的路,"['总让', '开心', '夜深人静', '下定决心', '最远']",5,2,0.48972630500793457,正面
网易云音乐,最近过的好不好 不好的话我们和好,1,X-竹柳,2025-04-24 19:00:37,1359356908,最近过的好不好 不好的话我们和好,"['最近', '好不好', '不好', '的话', '我们']",5,2,0.5138856172561646,正面
网易云音乐,这里[亲亲],1,L-xxx08,2025-04-24 18:57:05,1359356908,这里亲亲,"['这里', '亲亲']",2,2,0.3785017132759094,正面
网易云音乐,我们唯一需要担心的就是担心本身,1,夜色萌珑,2025-04-24 18:47:42,1359356908,我们唯一需要担心的就是担心本身,"['我们', '唯一', '需要', '担心', '担心', '本身']",6,1,0.44853848218917847,中性
网易云音乐,会想起你 但不会想和你有任何关系了,1,安兹莉亚,2025-04-24 18:43:27,1359356908,会想起你 但不会想和你有任何关系了,"['想起', '不会', '任何', '关系']",4,2,0.5222004652023315,正面
网易云音乐,好像所有的新鲜感都不过半年,1,飞火连城刘畅,2025-04-24 18:41:08,1359356908,好像所有的新鲜感都不过半年,"['好像', '所有', '新鲜感', '不过', '半年']",5,2,0.4668651521205902,正面
网易云音乐,我很喜欢枫叶，但枫叶红时，总多离别。,1,这里在下大雪,2025-04-24 18:39:05,1359356908,我很喜欢枫叶，但枫叶红时，总多离别。,"['喜欢', '枫叶', '枫叶', '红时', '总多', '离别']",6,1,0.36941802501678467,中性
网易云音乐,"以前特讨厌烟味 可烟是我发泄情绪的唯一
",1,X-竹柳,2025-04-24 18:37:42,1359356908,以前特讨厌烟味 可烟是我发泄情绪的唯一,"['以前', '讨厌', '烟味', '可烟', '发泄', '情绪', '唯一']",7,2,0.5549216270446777,正面
网易云音乐,现在只记得你曾经的好,1,乾天道祖,2025-04-24 18:32:08,1359356908,现在只记得你曾经的好,"['现在', '记得', '曾经']",3,2,0.44044628739356995,正面
网易云音乐,释怀吧 我的男孩 你会遇到更好的,1,汪晓迪wxd,2025-04-24 18:28:58,1359356908,释怀吧 我的男孩 你会遇到更好的,"['释怀', '男孩', '遇到', '更好']",4,2,0.43021032214164734,正面
网易云音乐,可惜奶茶不会一直好喝 朋友也不会一直在一起,1,木易jtx,2025-04-24 18:24:03,1359356908,可惜奶茶不会一直好喝 朋友也不会一直在一起,"['可惜', '奶茶', '不会', '一直', '好喝', '朋友', '不会', '一直', '一起']",9,2,0.5201451182365417,正面
网易云音乐,动态自取,1,Umsoeng,2025-04-24 18:19:52,1359356908,动态自取,"['动态', '自取']",2,2,0.37790703773498535,正面
网易云音乐,生日快乐,1,Mo蜡笔小7_,2025-04-24 18:18:12,1359356908,生日快乐,['生日快乐'],1,2,0.4327114522457123,正面
网易云音乐,想你的夜,1,Mo蜡笔小7_,2025-04-24 18:17:58,1359356908,想你的夜,[],0,2,0.43728893995285034,正面
网易云音乐,我需要你,1,Mo蜡笔小7_,2025-04-24 18:17:34,1359356908,我需要你,['需要'],1,2,0.4606409966945648,正面
网易云音乐,好听,1,小顺醒醒,2025-04-24 18:14:12,1359356908,好听,['好听'],1,1,0.40810853242874146,中性
网易云音乐,踹踹~,1,苓宝owo,2025-04-24 18:10:11,1359356908,踹踹,[],0,2,0.439981073141098,正面
网易云音乐,最近有点累，想睡很久的觉,1,w斩破情绪束缚,2025-04-24 18:00:29,1359356908,最近有点累，想睡很久的觉,"['最近', '有点累']",2,2,0.45915642380714417,正面
网易云音乐,hzl我想你了,1,文青_MFKX,2025-04-24 17:55:09,1359356908,hzl我想你了,['hzl'],1,1,0.40473809838294983,中性
网易云音乐,我也在努力让自己不回头了[多多难过],1,兰枫希彦,2025-04-24 17:47:36,1359356908,我也在努力让自己不回头了多多难过,"['努力', '回头', '多多', '难过']",4,2,0.3851196765899658,正面
网易云音乐,乀′乀🚪ttft,1,尼古丁的救赎_Rodd,2025-04-24 17:47:25,1359356908,乀乀ttft,['ttft'],1,2,0.4546174108982086,正面
网易云音乐,乀′乀🚪ttft,1,尼古丁的救赎_Rodd,2025-04-24 17:47:20,1359356908,乀乀ttft,['ttft'],1,2,0.4546174108982086,正面
网易云音乐,抱抱你啊，希望你可以好好生活下去,1,希昂布楚莱-冥子,2025-04-24 17:41:16,1359356908,抱抱你啊，希望你可以好好生活下去,"['抱抱', '希望', '好好', '生活', '下去']",5,2,0.4645616412162781,正面
网易云音乐,你为我种下一棵许愿树 我们一起守护,1,叽咕_biubiubiu,2025-04-24 17:37:31,1359356908,你为我种下一棵许愿树 我们一起守护,"['我种', '一棵', '许愿树', '我们', '一起', '守护']",6,2,0.4057063162326813,正面
网易云音乐,接了,1,银耳_VNHn,2025-04-24 17:22:44,1359356908,接了,[],0,2,0.4022000730037689,正面
网易云音乐,"这次是真的再见了
虽然有些舍不得
[可爱]",1,-陪我听Jay_-,2025-04-24 17:10:37,1359356908,这次是真的再见了 虽然有些舍不得 可爱,"['这次', '真的', '再见', '虽然', '有些', '舍不得', '可爱']",7,2,0.4196036159992218,正面
网易云音乐,不要想太多啦，可能他根本就不爱你,1,叫姐姐斤斤计较斤斤计较斤,2025-04-24 17:10:13,1359356908,不要想太多啦，可能他根本就不爱你,"['不要', '想太多', '可能', '根本']",4,2,0.3911290764808655,正面
网易云音乐,我以前班主任说我是好好人格，哈哈,1,筱月魈,2025-04-24 17:09:47,1359356908,我以前班主任说我是好好人格，哈哈,"['以前', '班主任', '好好', '人格', '哈哈']",5,2,0.5185181498527527,正面
网易云音乐,"你又牵了谁的手和谁说了会永久.

你若珍惜我这条路多累我都陪你走.

我想成为一个很好的人但是好累.",1,失忆-小洁,2025-04-24 17:01:29,1359356908,你又牵了谁的手和谁说了会永久 你若珍惜我这条路多累我都陪你走 我想成为一个很好的人但是好累,"['永久', '珍惜', '条路', '多累', '陪你走', '成为']",6,2,0.4557001292705536,正面
网易云音乐,那就祝我们以后都能成为自己想成为的人吧！[多多大笑],1,张昭_月影星魂,2025-04-24 16:46:24,1359356908,那就祝我们以后都能成为自己想成为的人吧！多多大笑,"['我们', '以后', '成为', '成为', '多多', '大笑']",6,1,0.4131876230239868,中性
网易云音乐,若你真心想我 我也定不负你,1,丶转身泪倾城vid,2025-04-24 16:42:07,1359356908,若你真心想我 我也定不负你,"['心想', '不负']",2,1,0.41527897119522095,中性
网易云音乐,这里,1,Dandelion-T2,2025-04-24 16:33:13,1359356908,这里,['这里'],1,2,0.41187432408332825,正面
网易云音乐,晚安,1,-Nnnhh-,2025-04-24 16:27:04,1359356908,晚安,['晚安'],1,2,0.41507139801979065,正面
网易云音乐,泪失禁体质是遗传的[流泪],1,平凡人ops,2025-04-24 16:12:00,1359356908,泪失禁体质是遗传的流泪,"['失禁', '体质', '遗传', '流泪']",4,2,0.5437338352203369,正面
网易云音乐,可是真的有人可以忍住自己的情感吗？,1,凯旋凯旋凯旋呐i,2025-04-24 16:10:46,1359356908,可是真的有人可以忍住自己的情感吗？,"['真的', '有人', '忍住', '情感']",4,2,0.3602435290813446,正面
网易云音乐,这边,1,VittOri0,2025-04-24 16:03:00,1359356908,这边,['这边'],1,2,0.4116973578929901,正面
网易云音乐,放下吧！好好生活[多多可怜],1,谁是朕的菜,2025-04-24 16:01:44,1359356908,放下吧！好好生活多多可怜,"['放下', '好好', '生活', '多多', '可怜']",5,2,0.38097426295280457,正面
网易云音乐,曾经多少个牵肠拉扯不舍夜晚 到现在热情褪成陌路的感叹,1,Jay-kitty,2025-04-24 15:52:30,1359356908,曾经多少个牵肠拉扯不舍夜晚 到现在热情褪成陌路的感叹,"['曾经', '牵肠', '拉扯', '不舍', '夜晚', '现在', '热情', '褪成', '陌路', '感叹']",10,2,0.4185464680194855,正面
网易云音乐,可是她连我的名字都不知道呀[心碎],1,爱可冷冷,2025-04-24 15:46:41,1359356908,可是她连我的名字都不知道呀心碎,"['名字', '知道', '心碎']",3,2,0.4839647710323334,正面
网易云音乐,同感！我第一次听到这首歌的时候也是这种感觉[多多捂脸],1,biliGayGay大绯闻,2025-04-24 15:42:02,1359356908,同感！我第一次听到这首歌的时候也是这种感觉多多捂脸,"['同感', '第一次', '听到', '首歌', '时候', '这种', '感觉', '多多', '捂脸']",9,2,0.44788846373558044,正面
网易云音乐,也许总有一天你也会明白我对你的好。,1,惗毅幂,2025-04-24 15:37:07,1359356908,也许总有一天你也会明白我对你的好。,"['也许', '总有一天', '明白']",3,1,0.3706556260585785,中性
网易云音乐,你说的对 但我不甘心,1,蚂蚁gqi,2025-04-24 15:30:17,1359356908,你说的对 但我不甘心,['甘心'],1,2,0.40371039509773254,正面
网易云音乐,加油哦，我也要中考了[大笑],1,一只小沐白i,2025-04-24 15:29:14,1359356908,加油哦，我也要中考了大笑,"['加油', '中考', '大笑']",3,1,0.41107335686683655,中性
